5/11/2018,2.230376558,2.833215985,3.445481998,2.397926874
5/13/2018,0.541028639,0.541028639,0.541028639,0.746421283
5/20/2018,0.789718033,0.879237341,1.22827827,1.336728164
5/25/2018,1.064077005,1.215185839,1.321320306,1.246204338
5/26/2018,0.652876915,0.87301145,1.695857645,2.917818492
5/27/2018,0.504380223,0.807063334,1.245249587,1.766603964
5/29/2018,1.070152721,1.070152721,0.935698481,0.801244314
6/2/2018,0.663356259,0.745708749,0.675576375,0.605452042
6/3/2018,0.603917651,0.603917651,0.548432654,0.559271248
6/6/2018,2.026603761,2.736181195,1.74695364,0.930948518
6/12/2018,0.950788599,1.021062271,2.219822491,2.933314536
6/13/2018,1.045020326,1.045020326,1.757577411,2.765474201
6/16/2018,0.320156214,0.348444446,0.419155112,0.482780488
6/17/2018,0.190943738,0.139411704,0.223270308,0.245648607
6/18/2018,0.276713381,0.357379067,0.556070336,0.643235544
6/20/2018,1.19264274,1.433926955,1.675211097,0.881138476
6/21/2018,0.951942275,1.037652328,1.669382473,3.808636393
6/22/2018,1.376344153,1.28699452,1.274259266,1.164919231
6/24/2018,0.658874633,0.686386629,0.713898553,0.757578673
6/25/2018,1.245279273,1.245279273,1.245279273,1.088511272
6/26/2018,0.731917899,1.57789269,3.232073504,2.648285008
6/27/2018,1.152171462,1.460235071,1.125926428,0.945061038
6/28/2018,0.793880172,0.92396047,0.911036332,0.94712319
6/29/2018,2.579262364,2.579262364,2.181529853,1.783797343
6/30/2018,0.41762949,0.41762949,0.41762949,0.41762949
7/1/2018,0.435387556,0.329368268,0.487356447,0.584552799
7/2/2018,0.63929554,0.769013714,1.004236328,1.448407274
7/4/2018,1.003996294,1.172091143,1.198146783,1.110348676
7/5/2018,0.141050559,0.141050559,0.141050559,0.095130154
7/6/2018,0.26187814,0.26187814,0.38521317,0.508548183
7/7/2018,0.422118937,0.514837375,0.697155483,0.88350338
7/8/2018,1.964442927,0.949848618,1.209592301,3.32560885
7/10/2018,0.204635708,0.654073592,0.654073592,0.654073592
7/11/2018,0.790954,0.790954,0.790296908,0.789639889
7/12/2018,1.037206312,1.23773847,1.729581272,2.326439135
7/13/2018,0.908726361,0.571713535,0.472224056,0.564228794
7/14/2018,0.653285315,0.827599506,0.791171187,0.497974761
7/15/2018,0.703705591,0.703705591,0.63395586,0.440519143
7/16/2018,0.518637717,0.518637717,0.518637717,0.554255894
